symbol,CXSMILES,R1,R2,R3,source,position_class,has_sidechain,prop_status
X2777,OC(=O)C[C@H](N[*])C(=O)COC(=O)c1c(cccc1C(F)(F)F)C(F)(F)F |$;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2038,CC(C)NC(=O)N[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,-,OH,H,HELM-GPT,N_terminal_only,True,none
Cbz_K,NCCCC[C@H](N([*])C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2106,Clc1ccc2CN(Cc2c1)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2138,Clc1cc2ccccc2c(Oc2ccc(cc2)[C@H](N[*])C([*])=O)n1 |$;;;;;;;;;;;;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2153,NC(=N)NCCC[C@H](Nc1ccc(O)c2C(=O)c3ccccc3C(=O)c12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2184,Oc1ccc2c(CC(=O)ON[C@@H](Cc3ccc(OP(O)(O)=O)cc3)C([*])=O)cc(=O)oc2c1 |$;;;;;;;;;;;;;;;;;;;;;;;;;_R2;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2206,NC(=N)N1CCC[C@H](C[C@H](N[*])C(=O)c2nc3ccccc3s2)C1 |$;;;;;;;;;;;_R1;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2135,NC(=N)N1CCC(C[C@H](N[*])C([*])=O)CC1 |$;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2149,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2151,CC(C)[C@H](NCP(O)(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2174,CC[C@H](C)[C@H](N[*])C(=O)NC(=O)[C@@H](N)Cc1ccccc1 |$;;;;;;_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
K_Me,CC(=O)[C@H](CCCCN)N[*] |$;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1018,C[n+]1cscc1C[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1488,CCCCCN1C(=O)C[C@H](NC1=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1489,CCOC(=O)[C@H](CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1491,Cc1ccc(C[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;_R1;;_R2;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1283,CN(C[C@@H](N)Cc1ccccc1)CC([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1330,NC(N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1306,CC(C)(C)OC(=O)N[C@@H](C([*])=O)c1ccsc1 |$;;;;;;;;;;_R2;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1253,[*]N1[C@H](Cc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1241,[*]N[C@H](Cc1cnc(Cc2ccccc2)[nH]1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1408,[*]N[C@@H](CCCCNC1CC1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1242,[*]N[C@H](Cc1c[nH]c2cc(ccc12)N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
Aca,CCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X1277,CCN1C(=O)c2cccc3c(ccc(C1=O)c23)-n1cc(C[C@H](N[*])C([*])=O)nn1 |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1471,NC(=N)N1CCC[C@@H]1C([*])=O |$;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1481,"OC(=O)[C@@H](CC1=CCCC=C1)N[*] |$;;;;;;;;;;;;_R1$,c:9,t:5|",H,-,-,HELM-GPT,C_terminal_only,False,none
X1475,NCCCCC[C@H](N[*])C(=O)c1nccs1 |$;;;;;;;;_R1;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1126,NCCCC[C@H](NC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X242,"CC(C)=CCCC(C)=CC[C@]12C[C@H](N([*])[C@H]1Nc1ccccc21)C([*])=O |w:8.8,$;;;;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X387,C[C@@H]([C@H](N[*])C([*])=O)c1ccccc1 |$;;;;_R1;;_R2;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
Boc_E,CC(C)(C)OC(=O)N[C@@H](CCC(O)=O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X251,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(cc1)S(O)(=O)=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
Iva,CC[C@](C)(N[*])C([*])=O |$;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X268,CC(C)(NCCCC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X572,"FC(F)(F)CNC(NCCCC[C@@H](N[*])C([*])=O)=NCC(F)(F)F |w:18.18,$;;;;;;;;;;;;;;_R1;;_R2;;;;;;;$|",H,OH,-,HELM-GPT,flexible,False,none
X255,[*]N1CSC[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X688,CC[C@H](C)[C@H](N[*])C(=O)OCCC(C)C |$;;;;;;_R1;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X435,COC(=O)[C@H](Cc1ccc(cc1)C#Cc1ccccc1)N[*] |$;;;;;;;;;;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X440,[*]N(CC([*])=O)Cc1ccco1 |$_R1;;;;_R2;;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X258,NC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X200,"OC(=O)[C@@H](N[*])C=CCP(O)(O)=O |w:7.7,$;;;;;_R1;;;;;;;$|",H,-,-,HELM-GPT,C_terminal_only,False,none
X169,ClCCN(N=O)C(=O)N1CCC[C@H]1C([*])=O |$;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
R_Me,CC(=O)[C@H](CCCNC(N)=N)N[*] |$;;;;;;;;;;;;_R1$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X171,CC(=O)SCCOP(=O)(OCCSC(C)=O)Oc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X374,[*]N[C@@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X152,CCOC(=O)[C@@H](N[*])C(C(F)(F)F)C(F)(F)F |$;;;;;;;_R1;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X1562,C[C@@](CC=C)(N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
EtCO_dPhg,CCOC(=O)N[C@@H](C([*])=O)c1ccccc1 |$;;;;;;;;_R2;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1086,CCCCNC(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1550,CC(C)[C@H](NCCCS)C([*])=O |$;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1551,Cn1c[nH+]c(C[C@H](N[*])C([*])=O)c1 |$;;;;;;;;_R1;;_R2;;$|,H,OH,-,HELM-GPT,flexible,False,none
X1632,"CC(C)CCCC(C)=CC[C@]12C[C@H](N([*])[C@H]1Nc1ccccc21)C([*])=O |w:8.8,$;;;;;;;;;;;;;;_R1;;;;;;;;;;_R2;$|",H,OH,-,HELM-GPT,flexible,False,none
X958,CC(C)[C@H](NC(=O)N(c1ccccc1)c1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1449,Oc1ccc(C[C@H](N(CC2CC2)CC2CC2)C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R2;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X1588,"CCCCCCN=C(NCCCC[C@@H](N[*])C([*])=O)NC#N |w:6.5,$;;;;;;;;;;;;;;;_R1;;_R2;;;;$|",H,OH,-,HELM-GPT,flexible,False,none
X594,Fc1ccc(cc1)-c1cn(nn1)[C@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2582,OC(=O)CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2635,CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2640,[*]N[C@@H](CC1CCNCC1)C(=O)c1nccs1 |$_R1;;;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2668,CC(C)C[C@H](NC(=O)NCc1ccc(Cl)cc1Cl)C([*])=O |$;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2632,FC(F)C[C@H](C(=O)[C@H](CC1CCCCC1)N[*])C(=O)c1nc2ccccc2o1 |$;;;;;;;;;;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2547,C[C@H]1CCC[C@@H](C)N1C(=O)N[C@@H](CC(C)(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2535,Cc1nn(CC([*])=O)c(=O)n(CC(O)=O)c1=O |$;;;;;;_R2;;;;;;;;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2289,[*]N1C[C@H](Cc2ccccc2)NC(=O)C1 |$_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2302,Oc1ccc(C[C@H](N[*])C(=O)c2nc3ccccc3[nH]2)cc1 |$;;;;;;;;_R1;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2356,"CS(=O)(=O)CCC=C[C@H](NC(=O)OCc1ccccc1)C([*])=O |w:6.5,$;;;;;;;;;;;;;;;;;;;;;_R2;$|",-,OH,-,HELM-GPT,N_terminal_only,False,none
X2454,CC(C)[C@H](NCc1cc(F)ccc1O)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2412,Oc1ccc(C[C@@H](NC(=O)NC(=O)[C@H](Cc2ccc3ccccc3c2)N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2354,CCCCCCCCCCn1cncc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2350,NCCCC[C@H](NOC(=O)[C@H](CCCN)N[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2421,CNCCCC[C@@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;_R1;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2441,Cc1cn(C[C@H](N[*])C([*])=O)c(=O)[nH]c1=O |$;;;;;;;_R1;;_R2;;;;;;$|,H,OH,-,HELM-GPT,flexible,False,none
X2473,Clc1ccc(C[C@H](NC(=O)NCC=C)C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R2;;;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2267,OC(=O)CC[C@H](NC(O)=O)C([*])=O |$;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2268,CC(C)[C@H](NC(c1ncccc1O)c1ncccc1O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R2;$|,-,OH,-,HELM-GPT,N_terminal_only,False,none
X2257,[*]N[C@@H](CNCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X2324,CC(C)[C@H](N[*])C(=O)C(F)(F)CNCc1ccccc1 |$;;;;;_R1;;;;;;;;;;;;;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X2326,CC(C)(C)OC(=O)NC[C@H](N[*])C=O |$;;;;;;;;;;;_R1;;$|,H,-,-,HELM-GPT,C_terminal_only,False,none
X595,CCCCCCCCCCCCCCCC(=O)OC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
X480,NCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,H,OH,-,HELM-GPT,flexible,False,none
